1771776073.000,"89911b","N/A",24.882980,120.982768,4375,4575,211.0,210,228,0.344,42.31,0.00,-0.35,48.52,43.59,-640,-640,,57,17,1012.8,4000,,,-35.0,32,186,1,8,1,3,,,,,0
1771776078.000,"89911b","CAL6876 ",24.887292,120.987094,4300,4500,207.4,209,228,0.340,42.46,0.00,-0.35,48.69,43.77,-576,-576,,57,17,1012.8,4000,,"3120",-34.6,56,186,1,8,1,3,1,2,,,2
1771776083.000,"89911b","CAL6876 ",24.889343,120.989176,4275,4475,203.8,209,228,0.340,42.61,0.00,-0.35,48.69,43.77,-576,-576,,57,17,1012.8,4000,,"3120",-34.4,65,186,1,8,1,3,1,2,,,2
1771776088.000,"89911b","CAL6876 ",24.894461,120.994349,4175,4375,200.3,209,218,0.340,42.77,0.03,-0.35,48.69,43.77,-704,-576,,57,17,1012.8,4000,,"3120",-35.1,86,186,1,8,1,3,1,2,,,2
1771776094.000,"89911b","CAL6876 ",24.897999,120.997925,4125,4325,196.7,199,216,0.324,42.94,-0.06,-0.35,48.69,43.76,-960,-864,,52,20,1012.8,4000,,"3120",-33.2,130,186,1,8,1,3,1,2,"A5",,2
1771776094.000,"71c095","TWB663  ",25.295013,121.330210,9025,9450,256.6,,256,,229.11,0.09,1.05,,,-512,,,,,1012.8,8000,,,-36.7,90,186,1,8,1,2,,,,,0
1771776099.000,"89911b","CAL6876 ",24.901749,121.001740,4025,4225,193.9,199,214,0.324,42.49,-0.06,-0.70,48.52,43.59,-640,-992,,52,22,1012.8,4000,,"3120",-33.5,167,186,1,8,1,3,1,2,"A5",,2
1771776099.000,"71c095","TWB663  ",25.295013,121.330210,9025,9450,256.6,,256,,229.11,0.09,1.05,,,-512,,,,,1012.8,8000,,,-37.0,93,186,1,8,1,2,,,,,0
1771776104.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.2,202,186,1,8,1,3,1,2,"A5",,2
1771776104.000,"71c095","TWB663  ",25.295013,121.330210,9025,9450,256.6,,256,,229.11,0.09,1.05,,,-512,,,,,1012.8,8000,,,-36.9,104,186,1,8,1,2,,,"A3",,0
1771776109.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.2,202,186,1,8,1,3,1,2,"A5",,2
1771776109.000,"899037","N/A",25.236341,121.202571,6075,6375,303.8,,,,308.72,,,,,1280,,,,,1012.8,6016,,,-37.2,59,186,1,8,2,2,2,2,,,0
1771776109.000,"71c095","TWB663  ",25.282928,121.314799,8875,9300,256.6,,256,,229.11,0.09,1.05,,,-512,,,,,1012.8,8000,,,-36.8,109,186,1,8,1,2,,,"A3",,0
1771776114.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.2,202,186,1,8,1,3,1,2,"A5",,2
1771776114.000,"899037","EVA087  ",25.236341,121.202571,6075,6375,303.8,,,,308.72,,,,,1280,,,,,1012.8,6016,,,-37.3,64,186,1,8,2,2,2,2,"A5",,0
1771776114.000,"71c095","TWB663  ",25.282104,121.313680,8875,9300,257.4,,256,,229.25,0.09,1.05,,,-512,,,,,1012.8,8000,,,-36.3,130,186,1,8,1,3,1,2,"A3",,2
1771776119.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.2,202,186,1,8,1,3,1,2,"A5",,2
1771776119.000,"899037","EVA087  ",25.236341,121.202571,6075,6375,303.8,,,,308.72,,,,,1280,,,,,1012.8,6016,,,-37.3,71,186,1,8,2,2,2,2,"A5",,0
1771776119.000,"71c095","TWB663  ",25.277400,121.307719,8825,9250,257.4,,256,,229.25,0.09,1.05,,,-512,,,,,1012.8,7008,,"4130",-35.9,143,186,1,8,1,3,1,2,"A3",,2
1771776124.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.2,202,186,1,8,1,3,1,2,"A5",,2
1771776124.000,"899037","EVA087  ",25.236341,121.202571,6075,6375,303.8,,,,308.72,,,,,1280,,,,,,,,,-37.4,80,186,1,8,2,2,2,2,"A5",,0
1771776124.000,"71c095","TWB663  ",25.277400,121.307719,8825,9250,259.0,,256,,229.85,0.09,1.05,,,-448,,,,,1012.8,7008,,"4130",-36.5,160,186,1,8,1,3,1,2,"A3",,2
1771776129.000,"89911b","CAL6876 ",24.904587,121.004537,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1012.8,4000,,"3120",-35.6,205,186,1,8,1,3,1,2,"A5",,2
1771776129.000,"899037","EVA087  ",25.256332,121.175385,6525,6825,303.8,,,,308.72,,,,,1280,,,,,,,,,-37.3,84,186,1,8,2,2,2,2,"A5",,0
1771776129.000,"71c095","TWB663  ",25.269745,121.297760,8750,9175,259.1,220,256,0.392,230.17,0.09,1.05,233.26,228.21,-448,-480,,,,1012.8,7008,,"4130",-36.5,171,186,1,8,1,3,1,2,"A3",,2
1771776134.000,"89911b","CAL6876 ",24.921741,121.024561,4000,4175,191.8,194,214,0.316,42.25,0.09,-0.18,48.52,43.58,-64,-480,,57,17,1013.0,4000,,"3120",-36.1,210,186,1,8,1,3,1,2,"A5",,2
1771776134.000,"899037","EVA087  ",25.256332,121.175385,6525,6825,303.8,,,,308.72,,,,,1280,,,,,,,,,-37.5,85,186,1,8,2,2,2,2,"A5",,0
1771776134.000,"71c095","TWB663  ",25.265901,121.292690,8700,9125,258.5,221,254,0.392,230.34,0.00,0.18,233.44,228.38,-448,-448,,,,1012.8,7008,,"4130",-36.2,196,186,1,8,1,3,1,2,"A3",,2
